ORGANIZACIÓN JURÍDICA,CATEGORÍA,RAZÓN SOCIAL,NIT,DIRECCIÓN,BARRIO,TELÉFONO CONTACTO,EMAIL,PERSONAL,LATITUD,LONGITUD,LOCALIZACIÓN
ESTABLECIMIENTO,No Aplica,DISTRIBUIDORA DE BELLEZA FEMENNY B.L.C SEDE 2,11185340294,CARRERA 14 29B 01,00088 - BRR VILLA ROCIO,3107571723,yorleidyvidal@gmail.com,2,5.328771,-72.3980871,POINT (-72.3980871 5.328771)
ESTABLECIMIENTO,No Aplica,DROGUERIA MARGINAL DEL LLANO,379491039,MARGINAL DE LA SELVA NRO. 4 - 82,00158 - CORREGIMIENTO LA CHAPARRERA,3213163754,jporrasrobles@gmail.com,0,5.348903,-72.400523,POINT (-72.400523 5.348903)
ESTABLECIMIENTO,No Aplica,BENIET YOPAL,9012030333,CR 19 12 30,00026 - BRR EL CENTRO,3204798108,benietfragancias@gmail.com,1,5.3444596,-72.3998393,POINT (-72.3998393 5.3444596)
ESTABLECIMIENTO,No Aplica,REVITEL HAIR,420554937,CARRERA 23A NRO. 21 - 47,00039 - BRR EL SALITRE,3123817044,luzmagalyvelez2015@gmail.com,1,5.3392387,-72.3915027,POINT (-72.3915027 5.3392387)
ESTABLECIMIENTO,No Aplica,BENIET YOPAL 2,9012030333,CR 22 8 74,00026 - BRR EL CENTRO,3204798108,benietfragancias@gmail.com,1,5.3491294,-72.3990336,POINT (-72.3990336 5.3491294)
ESTABLECIMIENTO,No Aplica,PAÑALERA EL BUEN PRECIO,94312111,CARRERA 20 NRO. 22 - 71,00075 - BRR PROVIVIENDA,3118270993,g.do@hotmail.com,1,5.3368598,-72.3942768,POINT (-72.3942768 5.3368598)
ESTABLECIMIENTO,No Aplica,DROGUERIA FARMANOVA YOPAL,11219241376,CARRERA 6 NRO. 45A - 54,00018 - CIUDADELA SAN JORGE,3138516473,monicamirandac1095@hotmail.com,0,5.348903,-72.400523,POINT (-72.400523 5.348903)
ESTABLECIMIENTO,No Aplica,RAPIDENT SMILE LABORATORIO Y DEPOSITO  DENTAL,11185762119,CALLE 18 22 49,00030 - BRR EL GAVAN,3232307281,jhonatan07rodriguez11@gmail.com,1,5.3419185,-72.3941536,POINT (-72.3941536 5.3419185)
ESTABLECIMIENTO,No Aplica,HOLY GRASS DISTRIBUCIONES,741867417,CARRERA 14 NO. 20 - 16,00071 - BRR PRIMERO DE MAYO,3012712782,holygrassdistribuciones@hotmail.com,1,5.3361835,-72.4006826,POINT (-72.4006826 5.3361835)
ESTABLECIMIENTO,No Aplica,DROGUERIA SAN NICOLAS LA BENDICION,10574103421,MANZANA 24 CASA 24,00118 - CIUDADELA LA BENDICION,3102901895,anyoica_22@hotmail.com,1,5.348903,-72.400523,POINT (-72.400523 5.348903)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,PRINCIPAL,LA CASA DISTRIBUIDORA S.A.S,9014521876,CARRERA 19 N 12  31,00005 - BRR BELLO HORIZONTE,6348758,casabellezayop@live.com,22,5.3445977,-72.3995601,POINT (-72.3995601 5.3445977)
ESTABLECIMIENTO,No Aplica,DROGUIFARMA 1 DE LOS LLANOS,402655606,CALLE 60 N 1 B 33 BARRIO LOS ARRAYANES,00097 - BRR LLANO LINDO,3125851832,lucianadiazv@hotmail.com,1,5.348903,-72.400523,POINT (-72.400523 5.348903)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,PRINCIPAL,DROGUERIA MEDIC SERVICIO JYM SAS,9014549698,CARRERA 7 N  46  05,00018 - CIUDADELA SAN JORGE,3107857725,olmer9876@hotmail.com,1,5.3136687,-72.4018633,POINT (-72.4018633 5.3136687)
ESTABLECIMIENTO,No Aplica,DROGUERIA MEDIC SERVICIO JYM SAS,9014549698,CARRERA 7 N 46  05,00018 - CIUDADELA SAN JORGE,3107857725,olmer9876@hotmail.com,0,5.3136687,-72.4018633,POINT (-72.4018633 5.3136687)
ESTABLECIMIENTO,No Aplica,DROGUERIA COPIDESCUENTOS LA 30,11168575097,CL 30 12 04,00012 - BRR CASIQUIARE I,3219033072,maurytatiana2016@gmail.com,1,5.3330083,-72.3874401,POINT (-72.3874401 5.3330083)
ESTABLECIMIENTO,No Aplica,DROGUERIA 1A YOPAL,11185653331,CARRERA 20 N 30 06,00083 - BRR EL 20 DE JULIO,3143473070,drogueria1a.cys@gmail.com,2,5.3307497,-72.3914035,POINT (-72.3914035 5.3307497)
ESTABLECIMIENTO,No Aplica,DROGUERIAS EL BUEN PRECIO # 2,94312111,CARRERA 20 NRO. 22 - 71 LOCAL 02,00075 - BRR PROVIVIENDA,3118270993,g.do@hotmail.com,1,5.3368598,-72.3942768,POINT (-72.3942768 5.3368598)
ESTABLECIMIENTO,No Aplica,SAYBELL 3 DROGUERIA,70627578,CALLE 30 NRO. 18 - 05,00083 - BRR EL 20 DE JULIO,6260757,emirsantiago0708@gmail.com,2,5.3299899,-72.3931229,POINT (-72.3931229 5.3299899)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,PRINCIPAL,COMERCIALIZADORA CASA DE REINAS S.A.S,9014762205,CALLE 9 21-09,00026 - BRR EL CENTRO,3146902953,casadereinasdistribuidora@gmail.com,8,5.3486334,-72.399127,POINT (-72.399127 5.3486334)
ESTABLECIMIENTO,No Aplica,CASA DE REINAS YOPAL,9014762205,CALLE 9 21-09,00026 - BRR EL CENTRO,3146902953,casadereinasdistribuidora@gmail.com,1,5.3486334,-72.399127,POINT (-72.399127 5.3486334)
ESTABLECIMIENTO,No Aplica,DROGUERIA MULTISALUD YOPAL,96590098,CALLE 24 NRO. 26 - 80,00055 - BRR LOS ANDES,3114596459,drogueriamultisaludplus@gmail.com,2,5.3390055,-72.388012,POINT (-72.388012 5.3390055)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,PRINCIPAL,GRUPO VELUR S.A.S,9014752003,CARRERA 29 N 18 03 LC 204 CC EL HOBO,00127 - BRR VALLE DE LOS GUARATAROS,3118106050,velur.medicinaestetica@gmail.com,4,5.3449389,-72.3885898,POINT (-72.3885898 5.3449389)
ESTABLECIMIENTO,No Aplica,DROGUERIA FARMACIA MINIMARKET DROMAX,11524443565,CARRERA 14B BIS N 39A 54,00054 - BRR LOS ALMENDROS,3144663700,gerencia.dromax@gmail.com,2,5.348903,-72.400523,POINT (-72.400523 5.348903)
ESTABLECIMIENTO,No Aplica,DROGUERIA FARMANARE,881776941,CARRERA 4 N. 5 - 08,00158 - CORREGIMIENTO LA CHAPARRERA,3123253898,surrego761@gmail.com,1,5.348903,-72.400523,POINT (-72.400523 5.348903)
ESTABLECIMIENTO,No Aplica,FARMAETICA SALOME,9006434813,CALLE 30 36 07,00298 - BRR SALOME,3202827787,sharkyruizl@gmail.com,1,5.3381296,-72.378725,POINT (-72.378725 5.3381296)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,PRINCIPAL,AGROINSUMOS D´ GOURMET S.A.S,9014905208,CARRERA 26 N 22 70,00085 - BRR VILLA DEL SOL,3112432473,agroinsumosdgourmet@hotmail.com,1,5.3396417,-72.3892846,POINT (-72.3892846 5.3396417)
ESTABLECIMIENTO,No Aplica,DROGUERIA EL YOPAL D&M,518230283,TRASVERSAL 7 N 37B - 70,00123 - BRR BRISAS DEL LLANO,3144187878,danagaby47@gmail.com,2,5.3217766,-72.4014547,POINT (-72.4014547 5.3217766)
ESTABLECIMIENTO,No Aplica,DROGUERIA UNIFARMA LA 30,10986151210,CARRERA 18 N 30 15,00083 - BRR EL 20 DE JULIO,3102807334,ingriva326@gmail.com,1,5.3299217,-72.3928716,POINT (-72.3928716 5.3299217)
ESTABLECIMIENTO,No Aplica,PRODUCTOS NATURALES Y ESOTERICOS MARIA ANGEL SALUD Y VIDA,474417817,CARRERA 21 N 23 57,00045 - BRR LA ESPERANZA,3114345238,adrianamariagomezgil@gmail.com,0,5.3365867,-72.3931453,POINT (-72.3931453 5.3365867)
ESTABLECIMIENTO,No Aplica,FARMACIA NATURAL DE YOPAL,236234129,CARERA 20 9 74,00026 - BRR EL CENTRO,3202075410,carmenzamartin30@yahoo.es,1,5.3372799,-72.3947203,POINT (-72.3947203 5.3372799)
ESTABLECIMIENTO,No Aplica,DROGUERIA MEDIFARMA YOPAL,11185507299,CALLE 40 N 12 - 64,00087 - BRR VILLA NELLY,3212477033,klaudiaguti18@gmail.com,2,5.3184028,-72.3972414,POINT (-72.3972414 5.3184028)
ESTABLECIMIENTO,No Aplica,DROGUERIA MINI MARKET DEL LLANO,11158600276,CALLE  25 10 06,00043 - BRR LA CAMPINA,3115792628,dinnygaivis42@gmail.com,2,5.3316721,-72.4033233,POINT (-72.4033233 5.3316721)
ESTABLECIMIENTO,No Aplica,DROGUERIA FARMASAM CASANARE,11218434168,CALLE 40 NRO. 1 - 61 MANZANA 9C - CASA 1,00093 - BRR LOS OCOBOS,3112935286,farmasamyopal@gmail.com,2,5.3188535,-72.4109008,POINT (-72.4109008 5.3188535)
ESTABLECIMIENTO,No Aplica,DROGUERIA CRUZ VERDE YOPAL CENTRO,8001496951,CARRERA 20 N. 8 - 41 / 43 / 47,00026 - BRR EL CENTRO,4924860,claudia.sterling@cruzverde.com.co,14,5.3483987,-72.4006118,POINT (-72.4006118 5.3483987)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,PRINCIPAL,FARMACEUTICA R&R S.A.S,9015373451,CARRERA 19 10-02,00026 - BRR EL CENTRO,3106976989,farmaceuticaryrsas@gmail.com,3,5.3461437,-72.4007337,POINT (-72.4007337 5.3461437)
ESTABLECIMIENTO,No Aplica,PUNTO 40,9014521876,CALLE 40 N 9B 10,00051 - BRR LAGUITO,3223510284,casabellezayop@live.com,2,5.3189196,-72.4104545,POINT (-72.4104545 5.3189196)
ESTABLECIMIENTO,No Aplica,PUNTO 2,9014521876,CARRERA 20 N 13 12,00005 - BRR BELLO HORIZONTE,3223510284,casabellezayop@live.com,2,5.3442429,-72.3987482,POINT (-72.3987482 5.3442429)
ESTABLECIMIENTO,No Aplica,DROGUERIA PAGUE MENOS #2,41222931,CALLE 30 N 13A 60,00014 - BRR CASIQUIARE III,3144105769,tibadizajorge1@gmail.com,0,5.3285212,-72.3985126,POINT (-72.3985126 5.3285212)
ESTABLECIMIENTO,No Aplica,VICTORIA STAR,11185700305,CALLE 13 N 20-73,00005 - BRR BELLO HORIZONTE,3112378938,laverdecorredormariavictoria@gmail.com,0,5.3448347,-72.3982085,POINT (-72.3982085 5.3448347)
ESTABLECIMIENTO,No Aplica,L'BEAU BEAUTY SUPPLY,11185348039,CALLE 24 N 28 36 LOCAL 03,00006 - BRR BICENTENARIO,3224834345,comercializadoraengativalopez@gmail.com,1,5.3398156,-72.3868027,POINT (-72.3868027 5.3398156)
ESTABLECIMIENTO,No Aplica,TODA BELLA YOPAL,11185480249,PARQUE COMERCIAL LA HERRADURA  LOCAL 117  PISO 1,00005 - BRR BELLO HORIZONTE,3214906160,claudia.01cruz@gmail.com,1,5.348903,-72.400523,POINT (-72.400523 5.348903)
ESTABLECIMIENTO,No Aplica,CONSULTORIO ODONTOLOGICO DRA LAURA CELIS,11185495925,CALLE 24 Nro. 28 - 3 CENTRO COMERCIAL MORICHAL PLAZA LOCAL L19,00055 - BRR LOS ANDES,3214026372,laucelis2308@hotmail.com,1,5.3394573,-72.3860806,POINT (-72.3860806 5.3394573)
ESTABLECIMIENTO,No Aplica,DROGUERIA LA GUAFILLA,748615756,KM 4 VIA YOPAL - AGUAZUL,00196 - VEREDA LA GUAFILLA,3138652515,yeanpi@hotmail.es,1,5.2595733,-72.4828776,POINT (-72.4828776 5.2595733)
ESTABLECIMIENTO,No Aplica,SALEN YOPAL,419619930,calle 24 n 20a 13 local 1,00075 - BRR PROVIVIENDA,311225551,drogsalenyopal@gmail.com,0,5.3357846,-72.3935305,POINT (-72.3935305 5.3357846)
ESTABLECIMIENTO,No Aplica,FARMA AHORRO G M,10838989571,CARRERA 11A N 52 MANZ L LOTE13,00132 - BRR CANAGUATE,3232172656,alejandragm8957@gmail.com,2,5.3290531,-72.4016724,POINT (-72.4016724 5.3290531)
ESTABLECIMIENTO,No Aplica,DROGUERIA MEDICALPLUS,10496583854,CALLE 40 N 15 88,00119 - CIUDADELA DEL CARMEN,3175003309,mafe.gutierrez@hotmail.com,1,5.3211613,-72.3881253,POINT (-72.3881253 5.3211613)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,PRINCIPAL,GLOBAL 2D S.A.S,9015751494,CALLE 28 20-32,00075 - BRR PROVIVIENDA,3144625604,prosercolombia@gmail.com,1,5.3327195,-72.3917856,POINT (-72.3917856 5.3327195)
ESTABLECIMIENTO,No Aplica,DROGUERIA ITALIANA NG,10071970295,CALLE 40 N. 09 - 04,00051 - BRR LAGUITO,3124074549,johnnydelgado9@hotmail.com,2,5.3189196,-72.4104545,POINT (-72.4104545 5.3189196)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,PRINCIPAL,CASMEDICAL CASANARE S.A.S,9015773721,CALLE 35 TRANSVERSAL 6-24,00120 - BRR NUEVO HABITAT II,3213712605,casmedical4@gmail.com,2,5.326035,-72.3909986,POINT (-72.3909986 5.326035)
ESTABLECIMIENTO,No Aplica,ANURA TIENDA Y DISTRIBUIDOR DE MAQUILLAJE,10575730361,CALLE 40 Nro. 9A - 04,00051 - BRR LAGUITO,3156703716,andreu28@gmail.com,2,5.3189196,-72.4104545,POINT (-72.4104545 5.3189196)
ESTABLECIMIENTO,No Aplica,FARMAORTOPEDICOS SAS 2,9013861771,CASETA 18 FRENTE AL HOSPITAL,00137 - CONJUNTO RESIDENCIAL LA DECISION,3138047850,farmaortopedicoss.a.s@gmail.com,0,5.348903,-72.400523,POINT (-72.400523 5.348903)
ESTABLECIMIENTO,No Aplica,DROGUERIA SALUD VITAL SV,11238605781,CALLE 36 N. 15-45,00129 - BRR EL NOGAL,3114978040,nayiberg30@gmail.com,0,5.3221506,-72.3940211,POINT (-72.3940211 5.3221506)
ESTABLECIMIENTO,No Aplica,DROGUERIA MULTISALUD 2 YOPAL,375452397,CALLE 33A N13 - 87 LOCAL 1,00115 - BRR NUEVO HABITAT I,3202742456,drogueriamultisalud2yopal@gmail.com,2,5.323472,-72.4022067,POINT (-72.4022067 5.323472)
ESTABLECIMIENTO,No Aplica,DROGUERIA MEDILILI,474409715,CARRERA 32 N 52 101,00288 - BRR VILLA DAVID,3223117484,moramoraleslilianapatricia4@gmail.com,0,5.3363738,-72.380121,POINT (-72.380121 5.3363738)
SOCIEDAD LIMITADA,AGENCIA,DROGAS LA ECONOMIA YOPAL 4,8605145925,CL 39  TRANSVERSAL 7 -  03,No Aplica,6262627,dpdarriendos@gmail.com,2,5.3210238,-72.3929916,POINT (-72.3929916 5.3210238)
ESTABLECIMIENTO,No Aplica,BELLA BY.ANGIE GUTIERREZ,11185605708,CL 10  24  95,00026 - BRR EL CENTRO,3209340587,angiemgutierrez@hotmail.com,0,5.3495794,-72.3955534,POINT (-72.3955534 5.3495794)
ESTABLECIMIENTO,No Aplica,FARMACIA HOMEOPATICA Y DROGUERIA RALGOR YOPAL,194195208,CR 29 18 03 LOCAL 136,00057 - BRR LOS HELECHOS,3184248750,rago3000@gmail.com,1,5.3449389,-72.3885898,POINT (-72.3885898 5.3449389)
ESTABLECIMIENTO,No Aplica,FARMACIA POLICLINICA 6,9014513355,CR 18 N 9 A 19 21,00026 - BRR EL CENTRO,3135494845,farmaciapoliclinica2015@outlook.com,2,5.3461694,-72.4017113,POINT (-72.4017113 5.3461694)
ESTABLECIMIENTO,No Aplica,COMERCIALIZADORA Y DISTRIBUIDORA SANTA LUCIA FARMA POPULARES,40681962,CL 46   11   02 BRR PROGRESO,00204 - BRR EL PROGRESO,3102053649,henrycelymedrano82@gmail.com,0,5.3136299,-72.3966297,POINT (-72.3966297 5.3136299)
ESTABLECIMIENTO,No Aplica,DROGUERIA MINIMARKET BBT OTRA,860060129,CALLE 40 N 1 11,00283 - BRR 7 DE AGOSTO,3142206929,lgarzonvillamizar@gmail.com,1,5.3184559,-72.3980473,POINT (-72.3980473 5.3184559)
ESTABLECIMIENTO,No Aplica,TIENDA NATURISTA DEL LLANO,70615079,CALLE 40 N 42 21,00130 - BRR LLANO VARGAS,3208467102,agustinmorales8080@gmail.com,0,5.3187898,-72.4104524,POINT (-72.4104524 5.3187898)
ESTABLECIMIENTO,No Aplica,DROGUERIA CRUZ VERDE PLAZA ALCARAVAN,8001496951,CL 30 26 29 65 LC 082 083,00165 - BRR CONFACASANARE,4924860,notificacionesjudiciales@cruzverde.com.co,3,5.3330083,-72.3874401,POINT (-72.3874401 5.3330083)
ESTABLECIMIENTO,No Aplica,TEI TODOENINSUMOS,10262674979,CR 14 B BIS N 39 09,00054 - BRR LOS ALMENDROS,3222017359,todoeninsumosyopal@gmail.com,0,5.348903,-72.400523,POINT (-72.400523 5.348903)
ESTABLECIMIENTO,No Aplica,DISTRIPHARMA M.C.D,10184190014,CRA 20 N 8 - 90 PISO 3,00026 - BRR EL CENTRO,3222177852,carlos_rodrigar@hotmail.com,2,5.3478898,-72.4006858,POINT (-72.4006858 5.3478898)
ESTABLECIMIENTO,No Aplica,DROGUERIA  MONARCA S.V,9013684112,DG 9 9 78,00026 - BRR EL CENTRO,6334876,ortomonarca_yopal@yahoo.es,2,5.349906,-72.3957621,POINT (-72.3957621 5.349906)
ESTABLECIMIENTO,No Aplica,MONARCA ORTOPEDICOS Y HOSPITALARIOS,9013684112,DG 9 9 76,00026 - BRR EL CENTRO,6334876,ortomonarca_yopal@yahoo.es,2,5.3499096,-72.3957781,POINT (-72.3957781 5.3499096)
ESTABLECIMIENTO,No Aplica,LLANOFARMA LA 29,11185603511,CARERRA 29 N 24A 81,00058 - BRR LOS HEROES,3203592893,drogueriallanofarmala29@hotmail.com,0,5.348903,-72.400523,POINT (-72.400523 5.348903)
ESTABLECIMIENTO,No Aplica,DROGUERIA LLANO-DESCUENTOS,11185667758,CARRERA 28 N 12A 39,00201 - BRR EL CRAVO,3173999199,alejandraramirezg12@hotmail.com,1,5.3351247,-72.3845958,POINT (-72.3845958 5.3351247)
ESTABLECIMIENTO,No Aplica,LUNJUN,10024803327,CR 4 3 90,00097 - BRR LLANO LINDO,3214712545,pelunavalentina0303@gmail.com,3,5.348903,-72.400523,POINT (-72.400523 5.348903)
ESTABLECIMIENTO,No Aplica,TIENDA ORGANICA MADRE NATURA EL MECANICO DE HUESOS,635479081,CR 23 27 63,00046 - BRR LA FLORESTA,3155412053,stella.pedraza19@gmail.com,1,5.3344474,-72.3895307,POINT (-72.3895307 5.3344474)
ESTABLECIMIENTO,No Aplica,DROGUERIA SUPER DESCUENTOS H G,41228004,CALLE 14 N 5 LOCAL 3,00137 - CONJUNTO RESIDENCIAL LA DECISION,3115922146,hernando.guitierrez.vargas01@gmail.com,1,5.336308,-72.4052503,POINT (-72.4052503 5.336308)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,PRINCIPAL,DISTRIMEDYCAL DEL ORIENTE S.A.S,9016294217,CL 12 23 18,00149 - BRR EL LIBERTADOR,3148190918,distrimedycal@gmail.com,0,5.3467609,-72.395976,POINT (-72.395976 5.3467609)
ESTABLECIMIENTO,No Aplica,SYD COLOMBIA CAF SIMALINK,8020006087,CL 13 29 41,00135 - BRR PUERTO AMARILLA,3175735104,contador@syd.com.co,9,5.3487383,-72.3915028,POINT (-72.3915028 5.3487383)
ESTABLECIMIENTO,No Aplica,DISTRI BIOMEDICAL,474412871,CALLE 20A N 11 61,00071 - BRR PRIMERO DE MAYO,3138249975,wendykah0505@hotmail.com,1,5.335564,-72.4016331,POINT (-72.4016331 5.335564)
ESTABLECIMIENTO,No Aplica,SALON DE BELLEZA Y DISTRIBUCIONES ANDREA,521890311,MZ 31 CA 1,00118 - CIUDADELA LA BENDICION,3112606556,noranawel2423@gmail.com,1,5.348903,-72.400523,POINT (-72.400523 5.348903)
ESTABLECIMIENTO,No Aplica,CENTRO DE GASES INDUSTRIAL Y MEDICINAL  D Y J,401889361,CARRERA 7 N 26 36,00043 - BRR LA CAMPINA,3143254363,mipilir@hotmail.com,2,5.3295361,-72.4064191,POINT (-72.4064191 5.3295361)
ESTABLECIMIENTO,No Aplica,CENTRO NATURISTA EL ARBOL DE LA VIDA,10736850582,CL 10 21 84,00026 - BRR EL CENTRO,3102623402,miccy2812@gmail.com,0,5.347557,-72.3983142,POINT (-72.3983142 5.347557)
ESTABLECIMIENTO,No Aplica,FARMAORTOPEDICOS SAS SEDE 3,9013861771,CR 29 12 A 04 LC 102,00049 - BRR LA PRADERA,3148569316,farmaortopedicoss.a.s@gmail.com,0,5.3487877,-72.3919565,POINT (-72.3919565 5.3487877)
ESTABLECIMIENTO,No Aplica,DROGUERIA DROVITAL SALUD YOPAL,474381293,CL 13 22 96,00005 - BRR BELLO HORIZONTE,3118703619,drovitalsalud22@gmail.com,1,5.3457159,-72.3959238,POINT (-72.3959238 5.3457159)
ESTABLECIMIENTO,No Aplica,DROGUERIA  MARIDEY,11185293511,CL 24 21 85,00075 - BRR PROVIVIENDA,3132592727,deicymartimezcardozo@gmail.com,1,5.3364606,-72.3924556,POINT (-72.3924556 5.3364606)
ESTABLECIMIENTO,No Aplica,DROGUERIA CARARE,11280505111,CR 27 23 A 18,00039 - BRR EL SALITRE,3043930653,ednabenitez@hotmail.com,1,5.3393009,-72.3880179,POINT (-72.3880179 5.3393009)
ESTABLECIMIENTO,No Aplica,PERFUMERIA CALLE 13,10068208820,CALLE 13 N 20 14,00026 - BRR EL CENTRO,3147734061,jefersontellez0411@gmail.com,1,5.3443248,-72.3984675,POINT (-72.3984675 5.3443248)
ESTABLECIMIENTO,No Aplica,DROGUERIA EMMANUEL S,795159786,CL 60 4 OESTE 26 MZ A LC 5,00097 - BRR LLANO LINDO,3134166975,edwin.serrano@coopidrogas.org,1,5.3015117,-72.406423,POINT (-72.406423 5.3015117)
ESTABLECIMIENTO,No Aplica,BIOSCIENCE YOPAL,9016427096,DG 13 26 16,00049 - BRR LA PRADERA,3174237316,contabilidadbioscience@gmail.com,5,5.3472308,-72.3935586,POINT (-72.3935586 5.3472308)
ESTABLECIMIENTO,No Aplica,ESTABLECIMIENTO FARMACEUTICO PARA SUMINISTRO DE MEDICAMENTOS Y DM AL SGSSS YOPAL,8280024235,CALLE 9 N 21 68,00026 - BRR EL CENTRO,3202319836,yopal.discolmedica@gmail.com,924,5.3484532,-72.398871,POINT (-72.398871 5.3484532)
ESTABLECIMIENTO,No Aplica,MEDIC ESTHETIC 1,10154601583,CRA 14Nro.18-31,00045 - BRR LA ESPERANZA,3004209808,angiedanielareinoso@gmail.com,2,5.348903,-72.400523,POINT (-72.400523 5.348903)
ESTABLECIMIENTO,PRINCIPAL,FARMACIA N0 13103027,8923006787,CALL 9 N 25 32,00043 - BRR LA CAMPINA,3184154300,adealba@eticos.com,2,5.348903,-72.400523,POINT (-72.400523 5.348903)
ESTABLECIMIENTO,No Aplica,FARMACIA N. 13103028,8923006787,CL 60 1 C ESTE - 15 MZ 7 LOTE 2,00097 - BRR LLANO LINDO,3184154300,adealba@eticos.com,2,5.3026253,-72.4100657,POINT (-72.4100657 5.3026253)
ESTABLECIMIENTO,No Aplica,FARMACIA NO 13103029,8923006787,CR 20 15 59 CC LA HERREADURA,00005 - BRR BELLO HORIZONTE,3184154300,adealba@eticos.com,2,5.348903,-72.400523,POINT (-72.400523 5.348903)
ESTABLECIMIENTO,No Aplica,SUPERDROGUERIA LA 25,10065558863,CR 22 11 69,00026 - BRR EL CENTRO,3134077151,laurmike6020@gmail.com,1,5.3466442,-72.3971646,POINT (-72.3971646 5.3466442)
ESTABLECIMIENTO,No Aplica,DROGUERIA XIRUMA,11185619049,MZ H CASA 2,00297 - BRR XIRUMA,3224406571,claudiarincon120513@gmail.com,1,5.348903,-72.400523,POINT (-72.400523 5.348903)
ESTABLECIMIENTO,No Aplica,FARMAORIENTE LA 24,194134171,CL 24 20 15,00075 - BRR PROVIVIENDA,3108025004,almoro60@hotmail.com,3,5.3360538,-72.3936363,POINT (-72.3936363 5.3360538)
ESTABLECIMIENTO,No Aplica,ARBOL DE LA VIDA YOPAL,10575934306,CL 10 21 82,00026 - BRR EL CENTRO,3224572295,ingdavidhh@gmail.com,0,5.3475057,-72.3982814,POINT (-72.3982814 5.3475057)
ESTABLECIMIENTO,No Aplica,DROGUERIA LA BOTICA DEL CASANARE,11009619713,CR 42 34 04,00130 - BRR LLANO VARGAS,3213163754,jesusalberto-28@hotmail.com,2,5.3394227,-72.3739239,POINT (-72.3739239 5.3394227)
ESTABLECIMIENTO,No Aplica,PRODUCTOS AVEMARIA,530492760,CAR 8 N 15 53,00137 - CONJUNTO RESIDENCIAL LA DECISION,3134067450,alamalu23@hotmail.com,0,5.348903,-72.400523,POINT (-72.400523 5.348903)
ESTABLECIMIENTO,No Aplica,FARMACENTER-MAJO,241443530,CL 35 43 C 57,00128 - BRR BOSQUES DE SIRIVANA,3203431403,licorera.mercado.d44@gmail.com,0,5.3312498,-72.38214,POINT (-72.38214 5.3312498)
ESTABLECIMIENTO,No Aplica,DROGUERIA SAN RAFAEL S&E,67675678,CR 17 20 75,00045 - BRR LA ESPERANZA,3124854958,jaquin0729@gmail.com,0,5.3371263,-72.3977601,POINT (-72.3977601 5.3371263)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,PRINCIPAL,KORZ SAS,9016775599,CARRERA 29 N 18 03 LOCAL 117 CENTRO COMERCIAL EL HOBO,00090 - BRR EL HOBO,3158052730,korzmedical@gmail.com,0,5.3447222,-72.3886111,POINT (-72.3886111 5.3447222)
ESTABLECIMIENTO,No Aplica,DROGUERIA Y MINIMARKET MAS VIDA,11185292371,CL 31 B 46 A 22,00092 - BRR VILLA LUCIA,3045815295,kritomoreno0802@gmail.com,0,5.3389774,-72.3805681,POINT (-72.3805681 5.3389774)
SOCIEDADES ACCIONES SIMPLIFICADAS SAS,SUCURSAL,DROGUERIA CASMEDICAL CASANARE SAS,9015773721,TRANSVERSAL 7 N 35  24,00120 - BRR NUEVO HABITAT II,3213712605,casmedical4@gmail.com,0,5.321921,-72.4016494,POINT (-72.4016494 5.321921)
ESTABLECIMIENTO,No Aplica,DROGUERIA JHORMAN,10986146840,CL 24 14 07,00045 - BRR LA ESPERANZA,3214511010,hormanleo@hotmail.com,0,5.3338997,-72.3993886,POINT (-72.3993886 5.3338997)
ESTABLECIMIENTO,No Aplica,DROGUERIA A & C,11185540780,AV DE LA CULTURA 13 A 26,00082 - BRR VENCEDORES,3102376290,drogueriaayc23@gmail.com,1,5.348903,-72.400523,POINT (-72.400523 5.348903)
ESTABLECIMIENTO,No Aplica,DROGUERÍA FARMADREAM,11185702372,CL 24 21 25,00075 - BRR PROVIVIENDA,3233272576,fernanda26.faa@gmail.com,0,5.3364523,-72.3928418,POINT (-72.3928418 5.3364523)
ESTABLECIMIENTO,No Aplica,DROGUERIA T 715,11185333151,CL 46 8 46 LC 2,00018 - CIUDADELA SAN JORGE,3134413761,sebastianlargovasquez@gmail.com,2,5.3124268,-72.3978527,POINT (-72.3978527 5.3124268)
ESTABLECIMIENTO,No Aplica,BELLA PIEL,8301374612,CR 29 N 14 -47 LOCAL 2 - 49 C.C UNICENTRO YOPAL,00135 - BRR PUERTO AMARILLA,6124422,carlos.gereda@bellapiel.com.co,3,5.347682,-72.3899701,POINT (-72.3899701 5.347682)
ESTABLECIMIENTO,No Aplica,DROGUERIA MEDIPIEL GRAN PLAZA  ALCARAVAN,8110412147,CL 30 26 29 GRAN PLAZA ALCARAVAN LC 102,00181 - CORREGIMIENTO ALCARAVAN LA NIATA,4441292,juanbetancur@medipiel.com.co,3,5.3356725,-72.3858424,POINT (-72.3858424 5.3356725)
